City,Color,Count
Paris,Bleu,82
Toulouse,Vert,97
Nice,Bleu,19
Bordeaux,Orange,89
Strasbourg,Jaune,20
Paris,Rouge,50
Paris,Bleu,29
Paris,Marron,59
Lille,Jaune,76
Toulouse,Vert,45
Avignon,Rouge,58
Montpellier,Bleu,84
Toulouse,Vert,75
Avignon,Marron,89
Nice,Bleu,82
Marseille,Jaune,85
Lyon,Orange,62
Marseille,Jaune,70
Lyon,Rouge,89
Strasbourg,Bleu,71
Montpellier,Bleu,30
Paris,Jaune,96
Lyon,Bleu,11
Montpellier,Vert,31
Nice,Bleu,64
Lille,Rouge,30
Bordeaux,Marron,45
Nice,Vert,31
Toulouse,Rouge,24
Lille,Vert,15
Strasbourg,Rouge,71
Montpellier,Rouge,68
Avignon,Rouge,99
Lille,Marron,51
Nice,Rouge,22
Toulouse,Rouge,66
Nice,Orange,86
Lyon,Orange,10
Marseille,Jaune,20
Bordeaux,Orange,18
Avignon,Jaune,83
Toulouse,Marron,86
Montpellier,Vert,34
Strasbourg,Jaune,75
Bordeaux,Bleu,19
Marseille,Jaune,93
Nice,Vert,98
Lille,Vert,55
Toulouse,Orange,60
Paris,Vert,10
Nice,Rouge,29
Bordeaux,Marron,25
Bordeaux,Bleu,96
Nice,Vert,78
Nice,Jaune,86
Strasbourg,Jaune,96
Avignon,Rouge,87
Strasbourg,Jaune,83
Lyon,Jaune,50
Bordeaux,Jaune,97
Paris,Vert,17
Paris,Vert,70
Nice,Orange,45
Toulouse,Rouge,78
Avignon,Vert,64
Strasbourg,Bleu,25
Avignon,Vert,11
Avignon,Vert,83
Avignon,Rouge,29
Bordeaux,Rouge,32
Toulouse,Rouge,90
Montpellier,Orange,28
Lyon,Rouge,14
Avignon,Orange,11
Strasbourg,Jaune,84
Montpellier,Vert,36
Strasbourg,Rouge,10
Lyon,Marron,45
Nice,Jaune,44
Toulouse,Rouge,69
Avignon,Marron,65
Paris,Bleu,30
Strasbourg,Jaune,86
Marseille,Bleu,72
Marseille,Orange,65
Paris,Jaune,84
Avignon,Orange,99
Strasbourg,Orange,82
Bordeaux,Bleu,50
Nice,Jaune,33
Marseille,Jaune,99
Montpellier,Bleu,15
Montpellier,Jaune,11
Montpellier,Rouge,71
Avignon,Jaune,58
Avignon,Marron,97
Strasbourg,Bleu,76
Avignon,Bleu,26
Paris,Marron,79
Paris,Rouge,97
Montpellier,Vert,87
Strasbourg,Bleu,45
Nice,Vert,26
Nice,Rouge,63
Strasbourg,Orange,23
Nice,Rouge,86
Bordeaux,Jaune,12
Toulouse,Vert,23
Strasbourg,Bleu,16
Bordeaux,Bleu,71
Paris,Vert,27
Nice,Vert,74
Montpellier,Jaune,33
Strasbourg,Bleu,17
Marseille,Jaune,19
Toulouse,Bleu,77
Avignon,Orange,72
Marseille,Jaune,31
Strasbourg,Vert,73
Lille,Orange,20
Nice,Vert,99
Nice,Vert,62
Lille,Rouge,74
Paris,Marron,32
Bordeaux,Orange,97
Lille,Vert,82
Toulouse,Marron,31
Marseille,Vert,44
Marseille,Marron,44
Lille,Bleu,60
Strasbourg,Bleu,35
Lyon,Jaune,62
Strasbourg,Marron,78
Lille,Rouge,99
Toulouse,Bleu,60
Avignon,Vert,97
Strasbourg,Marron,90
Strasbourg,Vert,28
Strasbourg,Bleu,30
Toulouse,Marron,16
Montpellier,Bleu,97
Bordeaux,Vert,10
Marseille,Orange,39
Marseille,Rouge,59
Marseille,Orange,99
Avignon,Vert,91
Lyon,Jaune,99
Bordeaux,Orange,30
Lyon,Bleu,48
Toulouse,Rouge,69
Marseille,Rouge,50
Paris,Bleu,65
Marseille,Vert,84
Lille,Bleu,99
Nice,Orange,95
Strasbourg,Vert,41
Avignon,Orange,77
Lyon,Rouge,59
Toulouse,Marron,78
Avignon,Bleu,51
Nice,Rouge,53
Lille,Vert,21
Marseille,Jaune,44
Marseille,Vert,90
Marseille,Vert,55
Avignon,Orange,50
Paris,Orange,27
Montpellier,Rouge,12
Lille,Jaune,45
Lille,Vert,91
Marseille,Marron,75
Avignon,Bleu,48
Strasbourg,Orange,48
Lyon,Orange,14
Avignon,Rouge,47
Bordeaux,Vert,14
Paris,Jaune,41
Paris,Rouge,50
Montpellier,Jaune,79
Lyon,Vert,42
Montpellier,Rouge,32
Marseille,Bleu,33
Lille,Bleu,94
Lille,Rouge,56
Avignon,Marron,97
Lyon,Vert,99
Nice,Orange,33
Bordeaux,Bleu,13
Lille,Bleu,64
Lille,Marron,97
Lyon,Vert,62
Avignon,Orange,34
Marseille,Marron,47
Nice,Orange,100
Lyon,Rouge,36
Nice,Orange,58
Toulouse,Rouge,92
Toulouse,Bleu,19
Lyon,Bleu,99
Bordeaux,Orange,76
Marseille,Jaune,55
Lyon,Orange,39
Bordeaux,Orange,17
Lyon,Vert,61
Toulouse,Rouge,81
Bordeaux,Rouge,94
Toulouse,Rouge,90
Montpellier,Rouge,74
Nice,Marron,86
Avignon,Marron,30
Lyon,Rouge,52
Marseille,Orange,65
Toulouse,Jaune,96
Strasbourg,Vert,19
Montpellier,Vert,56
Avignon,Vert,43
Toulouse,Bleu,18
Toulouse,Jaune,37
Strasbourg,Jaune,41
Nice,Marron,40
Toulouse,Vert,33
Strasbourg,Bleu,38
Lyon,Orange,17
Lille,Vert,96
Marseille,Vert,93
Montpellier,Rouge,58
Paris,Bleu,25
Bordeaux,Rouge,90
Strasbourg,Jaune,97
Nice,Jaune,57
Avignon,Orange,34
Avignon,Rouge,35
Marseille,Vert,97
Lyon,Vert,64
Bordeaux,Jaune,91
Lyon,Jaune,60
Strasbourg,Vert,46
Avignon,Marron,73
Montpellier,Marron,40
Lyon,Bleu,46
Nice,Orange,68
Toulouse,Bleu,37
Strasbourg,Marron,62
Montpellier,Rouge,48
Lyon,Jaune,39
Paris,Vert,14
Bordeaux,Vert,51
Nice,Rouge,78
Paris,Jaune,61
Montpellier,Orange,15
Montpellier,Rouge,50
Nice,Marron,51
Avignon,Vert,23
Toulouse,Marron,38
Montpellier,Vert,43
Strasbourg,Marron,42
Avignon,Rouge,56
Paris,Orange,92
Strasbourg,Rouge,49
Marseille,Rouge,89
Nice,Bleu,56
Lille,Jaune,49
Lyon,Orange,58
Avignon,Bleu,10
Lille,Marron,93
Paris,Marron,13
Lyon,Rouge,81
Avignon,Marron,66
Lyon,Bleu,53
Avignon,Orange,44
Toulouse,Jaune,60
Marseille,Bleu,13
Bordeaux,Orange,28
Toulouse,Bleu,37
Lille,Vert,69
Marseille,Jaune,82
Bordeaux,Jaune,48
Avignon,Marron,86
Bordeaux,Marron,25
Strasbourg,Bleu,78
Avignon,Bleu,99
Toulouse,Rouge,37
Nice,Bleu,13
Strasbourg,Vert,51
Toulouse,Rouge,37
Marseille,Bleu,46
Paris,Jaune,28
Lille,Orange,88
Montpellier,Rouge,75
Strasbourg,Bleu,52
Toulouse,Vert,44
Marseille,Rouge,98
Strasbourg,Bleu,21
Marseille,Rouge,45
Lille,Marron,32
Toulouse,Vert,50
Strasbourg,Marron,32
Lille,Orange,13
Toulouse,Bleu,82
Avignon,Rouge,98
Montpellier,Rouge,98
Lyon,Orange,91
Montpellier,Bleu,16
Strasbourg,Rouge,56
Lyon,Jaune,49
Toulouse,Orange,35
Nice,Orange,66
Bordeaux,Jaune,65
Toulouse,Rouge,13
Bordeaux,Vert,32
Paris,Jaune,91
Nice,Jaune,80
Montpellier,Marron,40
Avignon,Orange,95
Avignon,Rouge,99
Lyon,Jaune,49
Lyon,Rouge,98
Lyon,Jaune,26
Montpellier,Jaune,12
Lille,Rouge,71
Strasbourg,Orange,34
Nice,Orange,82
Marseille,Jaune,23
Lyon,Rouge,12
Marseille,Bleu,59
Montpellier,Vert,15
Nice,Marron,88
Paris,Orange,71
Marseille,Rouge,28
Paris,Rouge,46
Lille,Vert,52
Lille,Bleu,67
Nice,Vert,49
Marseille,Orange,49
Lyon,Orange,11
Strasbourg,Bleu,41
Avignon,Orange,12
Nice,Vert,25
Montpellier,Jaune,84
Nice,Vert,22
Toulouse,Rouge,91
Marseille,Jaune,24
Toulouse,Rouge,30
Strasbourg,Vert,41
Strasbourg,Marron,53
Bordeaux,Marron,45
Montpellier,Bleu,27
Bordeaux,Jaune,20
Montpellier,Bleu,45
Paris,Rouge,57
Marseille,Vert,52
Marseille,Jaune,84
Avignon,Vert,70
Avignon,Jaune,31
Paris,Bleu,56
Lyon,Jaune,27
Paris,Orange,44
Strasbourg,Marron,91
Lille,Vert,11
Bordeaux,Orange,50
Strasbourg,Rouge,48
Lyon,Vert,35
Toulouse,Rouge,14
Strasbourg,Marron,27
Montpellier,Marron,27
Lille,Orange,24
Avignon,Orange,89
Marseille,Orange,24
Lyon,Vert,39
Montpellier,Jaune,22
Nice,Rouge,82
Paris,Vert,48
Bordeaux,Vert,72
Paris,Vert,82
Strasbourg,Jaune,54
Toulouse,Marron,51
Nice,Orange,11
Avignon,Rouge,93
Nice,Jaune,17
Lyon,Jaune,21
Strasbourg,Vert,26
Montpellier,Jaune,22
Strasbourg,Jaune,49
Nice,Bleu,53
Strasbourg,Rouge,70
Toulouse,Orange,75
Nice,Orange,98
Paris,Marron,39
Nice,Vert,84
Nice,Vert,82
Montpellier,Rouge,24
Avignon,Vert,78
Montpellier,Rouge,21
Avignon,Marron,26
Avignon,Bleu,36
Lille,Vert,96
Nice,Vert,68
Paris,Marron,38
Lyon,Vert,22
Marseille,Bleu,70
Strasbourg,Rouge,47
Paris,Bleu,66
Lille,Vert,57
Strasbourg,Orange,62
Lille,Marron,31
Avignon,Marron,62
Lille,Vert,57
Toulouse,Jaune,69
Bordeaux,Jaune,89
Lyon,Rouge,64
Strasbourg,Vert,64
Bordeaux,Bleu,91
Lyon,Orange,11
Strasbourg,Jaune,65
Toulouse,Marron,28
Strasbourg,Rouge,32
Montpellier,Vert,14
Lyon,Orange,18
Paris,Orange,86
Avignon,Marron,100
Toulouse,Jaune,48
Bordeaux,Marron,40
Marseille,Rouge,84
Avignon,Bleu,86
Paris,Bleu,47
Nice,Orange,76
Marseille,Jaune,17
Toulouse,Marron,48
Toulouse,Vert,41
Toulouse,Rouge,18
Nice,Rouge,45
Toulouse,Jaune,16
Lyon,Orange,67
Nice,Marron,89
Lyon,Orange,29
Toulouse,Bleu,45
Strasbourg,Marron,38
Nice,Orange,23
Montpellier,Marron,91
Lyon,Orange,19
Toulouse,Bleu,90
Avignon,Rouge,66
Montpellier,Marron,37
Lyon,Bleu,28
Paris,Jaune,37
Bordeaux,Bleu,52
Paris,Orange,41
Avignon,Orange,83
Avignon,Marron,90
Montpellier,Jaune,60
Strasbourg,Orange,11
Bordeaux,Bleu,24
Strasbourg,Bleu,50
Toulouse,Bleu,19
Paris,Marron,91
Lyon,Rouge,41
Nice,Bleu,59
Nice,Rouge,68
Montpellier,Vert,98
Strasbourg,Rouge,78
Bordeaux,Orange,90
Toulouse,Rouge,48
Montpellier,Jaune,91
Montpellier,Jaune,47
Toulouse,Orange,72
Toulouse,Rouge,64
Paris,Jaune,39
Avignon,Jaune,87
Strasbourg,Bleu,96
Paris,Orange,19
Lille,Rouge,82
Strasbourg,Jaune,48
Marseille,Rouge,73
Paris,Vert,90
Strasbourg,Bleu,59
Toulouse,Orange,13
Avignon,Rouge,40
Lille,Marron,21
Avignon,Bleu,91
Marseille,Orange,12
Paris,Bleu,95
Montpellier,Jaune,59
Marseille,Marron,43
Paris,Orange,64
Lille,Bleu,39
Toulouse,Bleu,56
Marseille,Vert,57
Nice,Jaune,12
Nice,Orange,30
Paris,Orange,72
Lille,Orange,24
Lille,Orange,81
Strasbourg,Rouge,86
Nice,Vert,24
Marseille,Rouge,53
Lille,Bleu,46
Nice,Vert,45
Bordeaux,Orange,18
Lyon,Vert,38
Lyon,Orange,32
Toulouse,Vert,33
Toulouse,Orange,94
Avignon,Rouge,71
Paris,Marron,15
Paris,Bleu,55
Strasbourg,Marron,51
Paris,Rouge,67
Bordeaux,Bleu,22
Avignon,Marron,75
Strasbourg,Jaune,28
Paris,Rouge,24
Montpellier,Bleu,46
Toulouse,Bleu,49
Strasbourg,Rouge,95
Lyon,Bleu,72
Toulouse,Vert,73
Avignon,Vert,80
Montpellier,Orange,56
Lyon,Vert,50
Lyon,Orange,95
Marseille,Orange,69
Lyon,Vert,91
Bordeaux,Rouge,84
Toulouse,Vert,83
Lyon,Marron,83
Paris,Marron,91
Strasbourg,Rouge,65
Marseille,Vert,89
Lille,Rouge,22
Strasbourg,Vert,69
Toulouse,Orange,26
Marseille,Marron,42
Montpellier,Bleu,63
Strasbourg,Jaune,39
Strasbourg,Rouge,89
Avignon,Bleu,79
Montpellier,Vert,28
Strasbourg,Bleu,88
Marseille,Rouge,32
Paris,Rouge,98
Strasbourg,Bleu,97
Toulouse,Bleu,16
Avignon,Orange,73
Strasbourg,Marron,86
Strasbourg,Rouge,62
Toulouse,Vert,56
Lille,Jaune,26
Montpellier,Marron,39
Lyon,Vert,72
Strasbourg,Jaune,86
Toulouse,Vert,76
Paris,Marron,90
Lille,Bleu,10
Toulouse,Jaune,24
Paris,Bleu,53
Bordeaux,Vert,93
Bordeaux,Vert,83
Avignon,Marron,14
Strasbourg,Orange,72
Paris,Vert,53
Toulouse,Bleu,23
Marseille,Rouge,85
Toulouse,Bleu,74
Marseille,Jaune,90
Marseille,Bleu,76
Paris,Marron,50
Paris,Jaune,50
Toulouse,Orange,90
Lyon,Rouge,17
Strasbourg,Vert,59
Montpellier,Bleu,42
Nice,Bleu,95
Paris,Rouge,54
Marseille,Rouge,12
Avignon,Marron,43
Marseille,Vert,56
Lyon,Marron,80
Avignon,Bleu,81
Bordeaux,Bleu,43
Montpellier,Marron,35
Toulouse,Jaune,78
Nice,Jaune,18
Avignon,Vert,20
Toulouse,Rouge,16
Paris,Rouge,16
Avignon,Jaune,75
Marseille,Bleu,53
Toulouse,Orange,68
Toulouse,Rouge,27
Avignon,Orange,70
Strasbourg,Bleu,22
Toulouse,Rouge,97
Lyon,Bleu,95
Paris,Vert,57
Avignon,Marron,24
Paris,Rouge,70
Bordeaux,Vert,91
Marseille,Jaune,79
Avignon,Orange,99
Strasbourg,Marron,28
Nice,Vert,47
Lyon,Marron,20
Lyon,Vert,56
Strasbourg,Marron,96
Marseille,Jaune,11
Avignon,Marron,78
Paris,Orange,33
Marseille,Bleu,92
Marseille,Jaune,65
Paris,Jaune,77
Toulouse,Marron,25
Paris,Bleu,92
Nice,Bleu,58
Lille,Jaune,12
Avignon,Vert,75
Avignon,Orange,44
Avignon,Rouge,10
Marseille,Orange,77
Montpellier,Bleu,86
Bordeaux,Marron,72
Nice,Bleu,83
Strasbourg,Orange,28
Marseille,Marron,70
Avignon,Vert,19
Avignon,Rouge,75
Toulouse,Jaune,81
Toulouse,Bleu,60
Bordeaux,Rouge,37
Toulouse,Rouge,49
Montpellier,Bleu,90
Strasbourg,Vert,91
Bordeaux,Marron,16
Paris,Vert,10
Bordeaux,Jaune,29
Nice,Rouge,64
Bordeaux,Marron,82
Lyon,Rouge,41
Toulouse,Jaune,57
Nice,Orange,79
Strasbourg,Marron,95
Marseille,Orange,90
Lille,Orange,95
Strasbourg,Jaune,34
Avignon,Rouge,29
Marseille,Bleu,20
Strasbourg,Bleu,54
Lyon,Rouge,74
Paris,Jaune,63
Lyon,Orange,87
Avignon,Rouge,67
Avignon,Rouge,19
Marseille,Marron,58
Paris,Orange,40
Strasbourg,Orange,20
Toulouse,Vert,33
Toulouse,Marron,91
Montpellier,Jaune,74
Montpellier,Bleu,79
Paris,Vert,12
Marseille,Rouge,67
Marseille,Marron,98
Avignon,Bleu,22
Montpellier,Vert,87
Lyon,Rouge,43
Lyon,Rouge,35
Lyon,Vert,40
Avignon,Marron,60
Strasbourg,Rouge,51
Bordeaux,Bleu,53
Strasbourg,Bleu,46
Toulouse,Marron,10
Avignon,Jaune,41
Toulouse,Marron,17
Avignon,Bleu,98
Bordeaux,Bleu,39
Montpellier,Jaune,36
Toulouse,Orange,21
Toulouse,Jaune,87
Montpellier,Marron,69
Strasbourg,Vert,64
Paris,Orange,25
Toulouse,Vert,95
Toulouse,Orange,27
Lille,Orange,45
Avignon,Marron,25
Toulouse,Rouge,61
Lyon,Orange,23
Avignon,Marron,24
Bordeaux,Orange,27
Marseille,Jaune,49
Montpellier,Vert,74
Strasbourg,Marron,48
Toulouse,Bleu,80
Paris,Rouge,58
Avignon,Marron,55
Paris,Vert,28
Montpellier,Vert,81
Paris,Rouge,90
Paris,Bleu,67
Lille,Rouge,51
Montpellier,Rouge,81
Nice,Marron,36
Toulouse,Bleu,99
Avignon,Marron,91
Paris,Marron,48
Toulouse,Vert,21
Marseille,Rouge,86
Nice,Rouge,45
Strasbourg,Rouge,86
Montpellier,Vert,59
Marseille,Rouge,33
Lyon,Vert,14
Strasbourg,Marron,80
Lyon,Jaune,62
Montpellier,Marron,78
Marseille,Vert,70
Toulouse,Bleu,59
Nice,Vert,41
Nice,Orange,21
Strasbourg,Vert,51
Paris,Jaune,22
Toulouse,Jaune,82
Lyon,Jaune,74
Montpellier,Rouge,78
Marseille,Bleu,14
Montpellier,Marron,91
Nice,Bleu,36
Strasbourg,Vert,17
Nice,Orange,11
Lyon,Bleu,85
Avignon,Orange,18
Lyon,Marron,21
Nice,Marron,17
Avignon,Jaune,60
Montpellier,Orange,48
Avignon,Orange,99
Marseille,Vert,48
Strasbourg,Jaune,89
Paris,Vert,46
Avignon,Vert,40
Lyon,Bleu,63
Toulouse,Marron,88
Montpellier,Orange,61
Lille,Marron,34
Strasbourg,Vert,53
Toulouse,Jaune,56
Strasbourg,Jaune,50
Lille,Marron,32
Lille,Rouge,12
Nice,Marron,46
Toulouse,Jaune,44
Strasbourg,Bleu,42
Marseille,Orange,34
Strasbourg,Marron,59
Lyon,Vert,99
Strasbourg,Vert,99
Bordeaux,Rouge,46
Avignon,Bleu,91
Montpellier,Vert,25
Montpellier,Vert,15
Toulouse,Orange,13
Lille,Jaune,57
Marseille,Orange,90
Strasbourg,Orange,74
Nice,Orange,24
Paris,Orange,24
Paris,Marron,45
Avignon,Bleu,34
Strasbourg,Orange,14
Lille,Jaune,72
Lille,Marron,63
Nice,Vert,44
Toulouse,Marron,11
Strasbourg,Orange,14
Toulouse,Rouge,51
Lille,Vert,24
Montpellier,Orange,64
Lille,Jaune,64
Lyon,Rouge,41
Bordeaux,Rouge,29
Lille,Marron,93
Avignon,Rouge,82
Paris,Vert,53
Paris,Marron,58
Paris,Orange,26
Montpellier,Jaune,69
Paris,Marron,18
Toulouse,Bleu,65
Nice,Jaune,27
Avignon,Marron,86
Strasbourg,Bleu,29
Lille,Jaune,20
Bordeaux,Bleu,23
Lyon,Rouge,66
Paris,Rouge,48
Avignon,Marron,25
Bordeaux,Orange,98
Nice,Bleu,65
Avignon,Marron,97
Bordeaux,Bleu,91
Toulouse,Marron,21
Lille,Orange,98
Bordeaux,Bleu,73
Lille,Rouge,88
Avignon,Bleu,94
Nice,Bleu,80
Montpellier,Orange,84
Toulouse,Marron,57
Paris,Marron,82
Montpellier,Vert,86
Strasbourg,Marron,10
Bordeaux,Jaune,67
Bordeaux,Marron,41
Strasbourg,Jaune,87
Paris,Marron,33
Toulouse,Orange,25
Toulouse,Marron,19
Lyon,Orange,46
Lille,Orange,20
Avignon,Orange,50
Lyon,Marron,51
Nice,Rouge,80
Paris,Jaune,64
Marseille,Orange,69
Lyon,Marron,17
Toulouse,Rouge,92
Avignon,Vert,94
Strasbourg,Marron,72
Toulouse,Rouge,96
Toulouse,Vert,25
Montpellier,Marron,95
Marseille,Rouge,80
Nice,Orange,33
Bordeaux,Vert,98
Avignon,Vert,66
Marseille,Orange,39
Paris,Jaune,71
Bordeaux,Marron,33
Toulouse,Rouge,69
Strasbourg,Jaune,87
Lyon,Vert,83
Lille,Vert,94
Paris,Bleu,70
Nice,Marron,82
Lyon,Rouge,80
Bordeaux,Vert,46
Lyon,Orange,86
Avignon,Marron,82
Paris,Vert,75
Marseille,Bleu,94
Montpellier,Jaune,71
Montpellier,Orange,10
Nice,Marron,26
Nice,Marron,79
Lyon,Orange,53
Lyon,Bleu,40
Bordeaux,Bleu,83
Nice,Marron,90
Lille,Bleu,74
Lyon,Rouge,30
Bordeaux,Vert,17
Lyon,Orange,86
Strasbourg,Bleu,64
Lyon,Vert,46
Montpellier,Rouge,52
Montpellier,Orange,62
Avignon,Jaune,56
Montpellier,Marron,24
Strasbourg,Orange,71
Strasbourg,Marron,50
Bordeaux,Jaune,71
Lille,Vert,15
Strasbourg,Marron,26
Avignon,Orange,84
Montpellier,Rouge,22
Marseille,Vert,24
Lille,Vert,17
Strasbourg,Vert,96
Paris,Jaune,42
Avignon,Jaune,40
Strasbourg,Rouge,29
Avignon,Jaune,43
Strasbourg,Rouge,71
Montpellier,Marron,99
Marseille,Jaune,67
Avignon,Rouge,99
Paris,Vert,82
Montpellier,Orange,27
Marseille,Bleu,38
Nice,Vert,80
Toulouse,Orange,71
Bordeaux,Jaune,94
Montpellier,Orange,22
Lyon,Marron,13
Lyon,Vert,98
Lille,Marron,87
Lyon,Vert,45
Strasbourg,Bleu,42
Marseille,Marron,91
Lyon,Orange,89
Nice,Vert,11
Montpellier,Marron,15
Marseille,Jaune,89
Strasbourg,Marron,18
Strasbourg,Vert,86
Lyon,Rouge,42
Toulouse,Rouge,91
Paris,Orange,43
Montpellier,Jaune,97
Nice,Orange,23
Marseille,Rouge,82
Marseille,Vert,35
Toulouse,Vert,70
Avignon,Rouge,84
Paris,Orange,22
Bordeaux,Jaune,63
Lyon,Rouge,18
Avignon,Marron,49
Strasbourg,Orange,71
Lille,Orange,64
Montpellier,Marron,72
Lyon,Rouge,73
Strasbourg,Marron,42
Strasbourg,Rouge,94
Bordeaux,Jaune,62
Paris,Vert,73
Marseille,Bleu,39
Paris,Vert,68
Strasbourg,Bleu,93
Strasbourg,Orange,24
Paris,Marron,44
Strasbourg,Rouge,12
Paris,Orange,80
Toulouse,Orange,22
Lyon,Bleu,41
Lille,Orange,74
Lille,Vert,78
Lyon,Rouge,44
Montpellier,Jaune,65
Marseille,Orange,39
Strasbourg,Orange,62
Avignon,Rouge,21
Nice,Vert,88
Bordeaux,Marron,95
Nice,Orange,30
Montpellier,Jaune,68
Nice,Marron,99
Avignon,Marron,34
Nice,Marron,93
Nice,Vert,78
Paris,Rouge,50
Marseille,Rouge,95
Strasbourg,Jaune,24
Paris,Vert,20
Montpellier,Bleu,22
Strasbourg,Orange,47
Nice,Orange,37
Marseille,Rouge,81
Avignon,Marron,90
Paris,Marron,25
Lyon,Marron,98
Paris,Rouge,17
Montpellier,Bleu,99
Avignon,Vert,94
Marseille,Rouge,90
Avignon,Rouge,90
Montpellier,Bleu,75
Paris,Bleu,14
Lyon,Orange,90
Paris,Marron,81
Toulouse,Marron,80
Paris,Bleu,62
Montpellier,Orange,84
Montpellier,Bleu,36
Toulouse,Rouge,90
Bordeaux,Marron,10
Lille,Rouge,85
Avignon,Rouge,67
Toulouse,Rouge,73
Nice,Bleu,65
Nice,Marron,72
Bordeaux,Bleu,90
Montpellier,Vert,75
Lyon,Orange,90
Avignon,Rouge,20
Toulouse,Rouge,82
Avignon,Vert,91
Montpellier,Bleu,99
Montpellier,Vert,74
Bordeaux,Bleu,60
Montpellier,Orange,98
Lyon,Orange,20
Nice,Marron,49
Toulouse,Marron,52
Avignon,Marron,59
Lyon,Vert,50
Lille,Orange,37
Bordeaux,Orange,73
Avignon,Bleu,74
Montpellier,Bleu,71
Lyon,Marron,75
Strasbourg,Bleu,18
Toulouse,Marron,13
Marseille,Vert,30
Nice,Marron,66
Toulouse,Orange,35
Bordeaux,Rouge,80
Bordeaux,Marron,24
Strasbourg,Rouge,39
Paris,Vert,63
Montpellier,Marron,17
Paris,Rouge,97
Montpellier,Rouge,48
Nice,Rouge,81
Paris,Rouge,68
Toulouse,Jaune,89
Lyon,Bleu,75
Toulouse,Vert,80
Bordeaux,Jaune,25
Lille,Orange,45
Lille,Vert,90
Toulouse,Orange,34
Strasbourg,Orange,69
Marseille,Orange,19
Toulouse,Marron,95
Marseille,Vert,72
Avignon,Jaune,51
Avignon,Bleu,29
Bordeaux,Marron,22
Bordeaux,Vert,29
Nice,Orange,88
Montpellier,Orange,100
Bordeaux,Marron,23
Lille,Rouge,33
Avignon,Bleu,26
Montpellier,Marron,77
Lille,Vert,71
Bordeaux,Jaune,96
Montpellier,Rouge,84
Nice,Vert,39
Strasbourg,Marron,40
Marseille,Jaune,85
Marseille,Orange,81
Montpellier,Marron,30
Strasbourg,Bleu,45
Paris,Vert,39
Toulouse,Marron,70
Nice,Orange,32
Nice,Orange,97
Lyon,Vert,80
Marseille,Jaune,73
Strasbourg,Orange,71
Bordeaux,Jaune,96
Avignon,Rouge,32
Paris,Orange,55
Marseille,Jaune,50
Bordeaux,Vert,14
Lyon,Jaune,95
Paris,Rouge,17
Marseille,Marron,21
Lyon,Marron,65
Avignon,Vert,13
Lyon,Jaune,40
Strasbourg,Rouge,18
Marseille,Orange,95
Nice,Jaune,67
Bordeaux,Orange,22
Bordeaux,Bleu,93
Nice,Vert,28
Marseille,Bleu,30
Lille,Vert,49
Avignon,Bleu,54
Paris,Rouge,64
Nice,Marron,98
Lyon,Vert,48
Lyon,Jaune,14
Strasbourg,Orange,81
Montpellier,Vert,14
Strasbourg,Vert,12
Toulouse,Rouge,97
Avignon,Vert,70
Nice,Marron,19
Lille,Jaune,32
Marseille,Bleu,24
Bordeaux,Jaune,62
Paris,Jaune,21
Bordeaux,Marron,18
Lille,Jaune,17
Marseille,Orange,73
Nice,Vert,52
Bordeaux,Jaune,51
Bordeaux,Orange,83
Lyon,Rouge,32
Paris,Vert,48
Paris,Rouge,74
Paris,Rouge,62
Toulouse,Jaune,15
Marseille,Vert,86
Lille,Orange,15
Lille,Marron,71
Paris,Rouge,35
Nice,Bleu,88
Toulouse,Orange,42
Marseille,Marron,17
Nice,Marron,31
Toulouse,Vert,53
Nice,Rouge,25
Strasbourg,Orange,86
Montpellier,Bleu,84
Marseille,Marron,29
Lille,Jaune,45
Nice,Marron,55
Marseille,Bleu,25
Lille,Marron,92
Strasbourg,Vert,44
Lille,Jaune,82
Nice,Orange,24
Bordeaux,Vert,27
Lyon,Marron,94
Lille,Rouge,15
Nice,Orange,54
Montpellier,Bleu,49
Lille,Jaune,68
Toulouse,Vert,52
Toulouse,Orange,53
Montpellier,Jaune,41
Toulouse,Bleu,54
Lyon,Rouge,66
Marseille,Vert,30
Paris,Marron,39
Marseille,Marron,69
Bordeaux,Vert,57
Bordeaux,Orange,81
Nice,Jaune,68
Lyon,Jaune,84
Lyon,Orange,28
Strasbourg,Rouge,52
Lyon,Jaune,90
Strasbourg,Jaune,99
Marseille,Orange,20
Avignon,Jaune,73
Toulouse,Marron,53
Avignon,Jaune,46
Lyon,Jaune,46
Lyon,Marron,90
Avignon,Vert,79
Nice,Rouge,78
Bordeaux,Vert,32
Strasbourg,Vert,84
Nice,Vert,62
Lyon,Rouge,89
Lyon,Rouge,76
Bordeaux,Bleu,39
Nice,Bleu,55
Bordeaux,Marron,90
Avignon,Jaune,64
Montpellier,Rouge,78
Nice,Vert,68
Bordeaux,Orange,99
Avignon,Rouge,69
Bordeaux,Jaune,84
Nice,Vert,14
Toulouse,Rouge,93
Lille,Orange,18
Nice,Bleu,56
Bordeaux,Jaune,79
Toulouse,Orange,53
Toulouse,Marron,18
Bordeaux,Jaune,83
Lyon,Orange,34
Strasbourg,Rouge,27
Toulouse,Orange,13
Toulouse,Marron,65
Bordeaux,Orange,75
Montpellier,Marron,84
Marseille,Jaune,23
Montpellier,Bleu,56
Bordeaux,Rouge,16
Strasbourg,Marron,44
Bordeaux,Marron,29
Montpellier,Bleu,54
Bordeaux,Jaune,58
